date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:48:17	14960/14960	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:24:52%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
03:48:17	16112/16112	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:21:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
03:48:18	6816/6816	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:21:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
03:48:18	9696/9696	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:24:52%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
03:48:18	7244/7244	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:21:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
03:48:18	8248/8248	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:21:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
03:48:19	5784/5784	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:21:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
03:48:19	15016/15016	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:24:52%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
03:48:19	15948/15948	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:21:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
03:48:20	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:24:52%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
03:48:20	9540/9540	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:21:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
03:48:20	7360/7360	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:21:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
03:48:21	8280/8280	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:21:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
03:48:21	5676/5676	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:21:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
03:48:21	14808/14808	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:24:52%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
03:48:22	15764/15764	---M--	200	added ('OK')	application/octet-stream	date:Sat,%2018%20Feb%202023%2003:21:25%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
03:48:22	990/990	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:21:25%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/My%20Web%20Sites/httrack%202/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
03:48:27	50234/50234	---MC-	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/httrack%202/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
